"","sns2019_1.date","sns2019_1.big_cat","sns2019_1.sm_cat","sns2019_1.cnt"
"1","20190101","뷰티","기능성 링클케어 화장품",10.302559
"2","20190101","뷰티","기능성 모공관리 화장품",52.934206
"3","20190101","뷰티","기능성 아이케어 화장품",3.562255
"4","20190101","뷰티","기능성 영양보습 화장품",8.641558
"5","20190101","뷰티","기능성 트러블케어 화장품",55.19726
"6","20190101","뷰티","기능성 화이트닝 화장품",24.926011
"7","20190101","뷰티","기능성 화장품 세트",10.43856
"8","20190101","뷰티","기초 화장용 로션",97.564536
"9","20190101","뷰티","기초 화장용 미스트",26.065392
"10","20190101","뷰티","기초 화장용 스킨",1.722169
"11","20190101","뷰티","기초 화장용 에센스",50.238824
"12","20190101","뷰티","기초 화장용 오일/앰플",38.558831
"13","20190101","뷰티","기초 화장용 크림",70.285898
"14","20190101","뷰티","남성 로션",6.873718
"15","20190101","뷰티","남성 메이크업",12.14999
"16","20190101","뷰티","남성 선케어",0.147337
"17","20190101","뷰티","남성 세트",1.695335
"18","20190101","뷰티","남성 쉐이빙",0.354011
"19","20190101","뷰티","남성 스킨",10.067758
"20","20190101","뷰티","남성 에센스",2.959667
"21","20190101","뷰티","남성 크림",2.752994
"22","20190101","뷰티","남성 클렌징",1.627253
"23","20190101","뷰티","남성향수",10.328308
"24","20190101","뷰티","네일 메이크업 용품",8.270603
"25","20190101","뷰티","네일관리 소품",0.422255
"26","20190101","뷰티","네일리무버",1.099774
"27","20190101","뷰티","네일세트",3.507829
"28","20190101","뷰티","네일아트",14.091852
"29","20190101","뷰티","네일컬러",21.110372
"30","20190101","뷰티","네일케어",19.630457
"31","20190101","뷰티","데오드란트",0.277076
"32","20190101","뷰티","린스",14.195757
"33","20190101","뷰티","립앤아이 리무버",2.405489
"34","20190101","뷰티","메이크업 박스",3.494116
"35","20190101","뷰티","메이크업 브러쉬",3.953731
"36","20190101","뷰티","미용가위",1.24695
"37","20190101","뷰티","바디 보습제",0.928302
"38","20190101","뷰티","바디 세트",7.280693
"39","20190101","뷰티","바디 스크럽",2.126444
"40","20190101","뷰티","바디 클렌져",2.489055
"41","20190101","뷰티","바디케어용 땀패드",1.457827
"42","20190101","뷰티","바디케어용 때비누",0.112137
"43","20190101","뷰티","바디케어용 볼륨업크림",0.989625
"44","20190101","뷰티","바디케어용 슬리밍",1.970738
"45","20190101","뷰티","바디케어용 제모제",0
"46","20190101","뷰티","바디케어용 청 결제",1.884569
"47","20190101","뷰티","베이스 메이크업 세트",6.040437
"48","20190101","뷰티","베이스 메이크업용 BB크림",5.634005
"49","20190101","뷰티","베이스 메이크업용 CC크림",5.08805
"50","20190101","뷰티","베이스 메이크업용 가루파우더",0.540925
"51","20190101","뷰티","베이스 메이크업용 메이크업베이스",8.859792
"52","20190101","뷰티","베이스 메이크업용 컨실러",7.916153
"53","20190101","뷰티","베이스 메이크업용 쿠션팩트",4.435279
"54","20190101","뷰티","베이스 메이크업용 트윈케이크",0
"55","20190101","뷰티","베이스 메이크업용 파우더팩트",2.586058
"56","20190101","뷰티","베이스 메이크업용 파운데이션",17.454598
"57","20190101","뷰티","베이스 메이크업용 프라이머",6.101931
"58","20190101","뷰티","뷰티 눈썹정리도구",0.105604
"59","20190101","뷰티","뷰티 속눈썹/쌍꺼풀",0.294676
"60","20190101","뷰티","뷰티 손거울",3.558254
"61","20190101","뷰티","뷰티 타투",5.757266
"62","20190101","뷰티","뷰티 헤어캡",0.466148
"63","20190101","뷰티","뷰티 화장솜",8.335975
"64","20190101","뷰티","뷰티 화장품 공병/케이스",6.99681
"65","20190101","뷰티","뷰티용 기름종이",2.87172
"66","20190101","뷰티","뷰티용 면봉/귀이개",13.241931
"67","20190101","뷰티","뷰티용 뷰러",7.833876
"68","20190101","뷰티","뷰티용 샤프너",0
"69","20190101","뷰티","뷰티용 여드름압출기",0.241874
"70","20190101","뷰티","색조 메이크업 립글로스",3.241251
"71","20190101","뷰티","색조 메이크업 립라이너",0.406809
"72","20190101","뷰티","색조 메이크업 립밤",21.440829
"73","20190101","뷰티","색조 메이크업 립스틱",40.378967
"74","20190101","뷰티","색조 메이크업 립틴트",26.271459
"75","20190101","뷰티","색조 메이크업 마스카라",13.395157
"76","20190101","뷰티","색조 메이크업 볼터치",11.382369
"77","20190101","뷰티","색조 메이크업 세트",3.953788
"78","20190101","뷰티","색조 메이크업 속눈썹영양제",5.714289
"79","20190101","뷰티","색조 메이크업 쉐딩/하이라이터",5.800953
"80","20190101","뷰티","색조 메이크업 아이라이너",8.257043
"81","20190101","뷰티","색조 메이크업 아이브로우",6.238743
"82","20190101","뷰티","색조 메이크업 아이섀도우",6.460858
"83","20190101","뷰티","샤워코롱",0.129738
"84","20190101","뷰티","샴푸",88.147057
"85","20190101","뷰티","선로션",0
"86","20190101","뷰티","선스프레이",0.112135
"87","20190101","뷰티","선케어용 선밤",0
"88","20190101","뷰티","선크림",20.0342
"89","20190101","뷰티","선파우더",0
"90","20190101","뷰티","세안도구",0.672821
"91","20190101","뷰티","손톱정리도구",0.448529
"92","20190101","뷰티","스크럽/필링크림",7.241604
"93","20190101","뷰티","스킨케어 곡물팩",0.18254
"94","20190101","뷰티","스킨케어 마스크팩",51.280656
"95","20190101","뷰티","스킨케어 수면팩",1.768601
"96","20190101","뷰티","스킨케어 시트마스크팩",1.200671
"97","20190101","뷰티","스킨케어 워시오프팩",1.383183
"98","20190101","뷰티","스킨케어 코팩",2.641076
"99","20190101","뷰티","스킨케어 필오프팩",0.864265
"100","20190101","뷰티","애프터선",0
"101","20190101","뷰티","여성향수",9.4818
"102","20190101","뷰티","입욕제",13.717584
"103","20190101","뷰티","클렌징 로션",4.857302
"104","20190101","뷰티","클렌징 오일",11.359731
"105","20190101","뷰티","클렌징 워터/젤",7.124607
"106","20190101","뷰티","클렌징 크림",9.63335
"107","20190101","뷰티","클렌징 티슈",1.899849
"108","20190101","뷰티","클렌징 폼",13.444497
"109","20190101","뷰티","태닝용 선크림",0.354007
