sm_cat,일시,qty,평균기온(°C),최저기온(°C),최고기온(°C),불쾌지수,열지수,체감온도
멀티형 에어컨,2018-01-13,1,-3.685828343313372,-8.64071856287425,2.0325349301397195,30.903720977958976,17.634557880239527,-2.9781237960443896
멀티형 에어컨,2018-01-17,2,3.906138613861385,1.1621782178217823,7.499801980198021,40.2646871285022,32.67559695544554,4.97036254655427
멀티형 에어컨,2018-01-29,4,-6.496414342629475,-9.936182902584484,-2.3379721669980142,31.110376672342213,12.059606170014687,-7.639589675769967
멀티형 에어컨,2018-02-02,3,-2.955445544554457,-8.610693069306933,3.6918811881188143,35.2985833194372,19.071702979676918,-2.5205475677863536
멀티형 에어컨,2018-02-06,1,-8.508964143426292,-12.71693227091633,-4.041832669322709,28.178317860977145,8.07547691180542,-9.79425719539363
멀티형 에어컨,2018-02-22,5,0.0388560157790926,-6.246153846153843,6.310453648915184,39.48973071226237,24.999482411242607,0.2799555328472364
멀티형 에어컨,2018-02-26,2,2.369367588932808,-4.460671936758896,10.524308300395262,41.889435001497816,29.616234078718534,3.4922613004065326
멀티형 에어컨,2018-02-27,7,4.361932938856013,-2.71324110671937,10.941501976284584,43.90698593522266,33.564531366303335,5.694019554954559
멀티형 에어컨,2018-03-07,9,4.768999999999998,0.9332,8.830599999999993,43.20664366536842,34.37675238947368,5.1881782681614
멀티형 에어컨,2018-03-08,7,3.030815109343936,0.9427435387673953,6.284493041749499,38.88533389609153,30.942066416501,2.9650142357538005
멀티형 에어컨,2018-03-13,19,11.290513833992092,2.8893069306930665,18.440198019802,53.437618596837936,47.28543839130434,12.057261797093362
멀티형 에어컨,2018-03-14,17,14.269246031746038,7.6590457256461235,21.010934393638166,57.74061128101505,53.18494098496242,15.39539874764002
멀티형 에어컨,2018-03-27,7,12.200592885375489,4.460671936758894,19.93932806324111,54.81834556209694,49.08603587093821,13.35743416940367
멀티형 에어컨,2018-04-19,18,13.542490118577062,4.642261904761901,21.92123015873015,56.83736005224538,51.73687193478259,14.829190258892313
멀티형 에어컨,2018-05-19,15,15.123904382470124,10.143824701195214,20.6422310756972,59.01152165368634,54.87755246223709,16.190667451118266
멀티형 에어컨,2018-06-11,43,18.00079681274901,15.819000000000004,21.32800000000001,63.74119370224366,60.57976395240093,19.71908956569289
멀티형 에어컨,2018-06-18,111,22.16580516898608,16.84990019960081,28.649500998004,69.6158265102438,68.8212595398556,24.17394746012279
멀티형 에어컨,2018-06-19,32,20.4894422310757,17.026494023904387,24.94302788844622,67.77149905143258,65.50738211752989,22.460484794271014
멀티형 에어컨,2018-07-16,99,26.82714570858284,21.91856287425149,32.649301397205576,77.13298463702384,78.05264900299402,29.022070556179457
멀티형 에어컨,2018-07-17,143,26.57185628742516,21.88320000000002,32.10219999999999,76.7394669886543,77.54717962804918,28.75004838281468
멀티형 에어컨,2018-07-19,38,26.742714570858272,21.76933867735472,32.73687374749497,76.98656264651748,77.88541372398359,28.941635366931184
멀티형 에어컨,2018-08-02,77,29.2394,24.18079999999999,35.239199999999975,80.0066289372842,82.82617335789475,31.53779768948392
멀티형 에어컨,2018-08-09,25,27.523046092184387,24.154509018036087,32.63186372745493,78.88568154076577,79.43299082041982,29.74282399066865
멀티형 에어컨,2018-08-14,23,28.75705765407554,24.170377733598382,34.90974155069581,79.7363321598828,81.87261873401694,31.026878282249317
멀티형 에어컨,2018-08-17,3,24.267261904761902,19.96964285714284,29.41408730158731,71.8641189518797,72.97773082406016,26.08968932110897
멀티형 에어컨,2018-08-21,2,25.81414342629484,21.353892215568862,31.07624750499001,75.39604221986525,76.0461874840638,27.88113003791244
멀티형 에어컨,2018-09-18,3,20.452095808383216,15.751600000000003,26.680400000000027,67.27835905294671,65.43001627954615,22.448987372311333
멀티형 에어컨,2018-09-19,1,20.16838966202782,16.172055888223554,24.8626746506986,67.14047231719158,64.87076861502561,22.23329039981565
멀티형 에어컨,2018-09-26,2,17.30476190476191,13.161952191235072,22.67569721115541,62.28333209118542,59.19606757142859,18.72969398071791
멀티형 에어컨,2018-09-28,4,16.567992047713712,11.623353293413164,21.795808383233528,61.3099526372711,57.74016812815736,18.17659173762097
멀티형 에어컨,2018-10-24,1,11.62376237623763,6.632270916334671,18.737250996015927,53.710220902553424,47.94879599968735,13.13845060044959
멀티형 에어컨,2018-11-02,3,8.725298804780875,2.3544000000000005,17.615,49.54221618613965,42.20784532820297,10.4129772697192
멀티형 에어컨,2018-11-04,2,9.870039682539687,3.3073558648111367,18.88170974155069,51.23898257330828,44.47439219248121,11.527359096998255
멀티형 에어컨,2018-11-13,1,8.40513833992095,3.826984126984128,14.501190476190468,48.65997662284169,41.5771409235698,9.692840175426571
멀티형 에어컨,2018-11-20,2,5.7631474103585605,-0.1341317365269454,12.934730538922157,46.26842951042637,36.33673287250995,6.9456669584108255
멀티형 에어컨,2018-11-24,4,4.267073170731706,-0.3168016194331982,7.872064777327931,41.82619763427471,33.38579684646984,5.12908917227731
멀티형 에어컨,2018-12-02,1,8.473306772908371,1.3716,14.89920000000001,48.85880230924722,41.711371820884885,9.590312494547176
멀티형 에어컨,2018-12-13,2,-0.6235059760956166,-5.450698602794409,4.450698602794415,36.52316967729083,23.694670893646467,-0.7950158484136941
멀티형 에어컨,2018-12-17,1,2.621713147410357,-1.2996000000000003,7.032200000000003,41.13439218404277,30.120262147661983,2.7908264419936137
멀티형 에어컨,2018-12-19,1,4.881274900398409,-0.6879759519038072,11.056112224448896,44.01572181002307,34.595892355420425,5.828409639139179
멀티형 에어컨,2018-12-21,1,5.16594059405941,-0.9238095238095244,12.086904761904766,43.867793583324655,35.16241721834289,6.724348069149609
멀티형 에어컨,2019-01-02,4,-3.147035573122534,-7.526336633663369,2.441980198019801,34.28929958577075,18.694403923112123,-3.2088673560283567
멀티형 에어컨,2019-01-07,2,-1.1015936254980088,-6.725955734406441,4.925955734406438,37.0306987301321,22.744426474145527,-0.5981026153429752
